Gene,MGI Phenotypes,MGI Essential,MGI Seizure
TMEM136,MP:0010124;MP:0011396,0,0
CCDC47,MP:0011087;MP:0013501;MP:0005621;MP:0011101,1,0
TPM3,MP:0005620;MP:0011094;MP:0002108,1,0
FOXE1,MP:0009888;MP:0005122;MP:0011085;MP:0003351;MP:0000416;MP:0000111;MP:0000396;MP:0000410;MP:0003809;MP:0005314;MP:0003421;MP:0001510;MP:0000383,1,0
FOXE3,MP:0002840;MP:0001303;MP:0001307;MP:0001306;MP:0001304;MP:0001320;MP:0005176;MP:0001322;MP:0001325;MP:0003237;MP:0010259;MP:0005595;MP:0004221;MP:0010255;MP:0004224;MP:0001288;MP:0011697;MP:0009867;MP:0006000;MP:0005099;MP:0004484;MP:0009763;MP:0004283;MP:0008817;MP:0000272;MP:0005193;MP:0001314;MP:0001312;MP:0005301;MP:0005300;MP:0005545;MP:0010713;MP:0005204;MP:0005205;MP:0005542;MP:0001292;MP:0001297;MP:0010470;MP:0002579;MP:0002638;MP:0006226;MP:0011481;MP:0004113;MP:0020855,0,0
LAG3,MP:0001515;MP:0001905;MP:0008074;MP:0010766;MP:0000691;MP:0001961;MP:0008493;MP:0002444;MP:0008078;MP:0003243;MP:0008082,0,0
TRPC3,MP:0002272;MP:0001406;MP:0001265;MP:0005253;MP:0011100;MP:0002083;MP:0000880;MP:0001525;MP:0001524;MP:0002910;MP:0008572;MP:0000877,1,0
SPRY1,MP:0003672;MP:0011797;MP:0011760;MP:0011761;MP:0011086;MP:0002135;MP:0000536;MP:0006032;MP:0000534;MP:0011334;MP:0003605;MP:0002083;MP:0010981;MP:0010980;MP:0002169;MP:0003675;MP:0011486,1,0
TRPC1,MP:0000623;MP:0001264;MP:0003463;MP:0013300;MP:0001260,0,0
TRPC6,MP:0000250;MP:0002842;MP:0005253;MP:0001973;MP:0003025;MP:0005595,0,0
TRPC7,MP:0005253,0,0
TRPC4,MP:0001364;MP:0003463;MP:0005591;MP:0011270;MP:0002169,0,0
DUSP14,MP:0000274;MP:0004564;MP:0004485;MP:0005140;MP:0002833;MP:0010633;MP:0003141;MP:0005630,0,0
GPR12,MP:0001260;MP:0001261;MP:0001556;MP:0010379;MP:0009304;MP:0005178;MP:0005278;MP:0005559;MP:0005458;MP:0009285;MP:0009355;MP:0005450;MP:0000182;MP:0002981,0,0
FBXW8,MP:0001575;MP:0001262;MP:0011110;MP:0011108;MP:0011109;MP:0004200;MP:0001711;MP:0008489;MP:0001716;MP:0001177;MP:0000771;MP:0010053;MP:0003984;MP:0011088;MP:0001698;MP:0008770;MP:0001954;MP:0004255;MP:0008803;MP:0004921,1,0
DUSP16,MP:0011087;MP:0001545;MP:0009674,1,0
CDKL5,MP:0002272;MP:0001405;MP:0001399;MP:0001402;MP:0002064;MP:0001364;MP:0009454;MP:0001361;MP:0004924;MP:0010748;MP:0001447;MP:0009357;MP:0001513;MP:0009456,0,1
DUSP11,MP:0011965;MP:0001258;MP:0005543;MP:0001399,0,0
CDKL2,MP:0000689,0,0
USF2,MP:0000951;MP:0009703;MP:0001265;MP:0011086;MP:0002083;MP:0008237;MP:0009674;MP:0001922;MP:0000585;MP:0009546,1,1
USF3,MP:0011110;MP:0002080,1,0
USF1,MP:0000951;MP:0002169;MP:0009358;MP:0002808;MP:0001446;MP:0020467,0,1
MCM9,MP:0003111;MP:0008392;MP:0003077;MP:0006378;MP:0008000;MP:0002687;MP:0011121;MP:0008008;MP:0004029;MP:0004025;MP:0010383;MP:0006361;MP:0001147;MP:0004901;MP:0002216;MP:0003331;MP:0001128;MP:0005431;MP:0001926;MP:0002020;MP:0002007;MP:0002123;MP:0008871;MP:0008261;MP:0008057;MP:0003507;MP:0008280;MP:0011704,0,0
TBX19,MP:0008341;MP:0000676;MP:0005559;MP:0002665;MP:0002664;MP:0000640;MP:0000189;MP:0005408;MP:0008237,0,0
SLC35C1,MP:0001262;MP:0005013;MP:0011084;MP:0005011;MP:0011086;MP:0010903;MP:0001732;MP:0020332;MP:0001935;MP:0001386;MP:0002345;MP:0008101;MP:0000218;MP:0000219;MP:0001504;MP:0001183;MP:0011090;MP:0000420;MP:0001923;MP:0001922;MP:0005266;MP:0000220;MP:0003628,1,0
XK,MP:0002631;MP:0012368;MP:0010738;MP:0004931;MP:0002060;MP:0012372;MP:0011731;MP:0003084;MP:0011730;MP:0005404;MP:0009404;MP:0005641;MP:0009403,0,0
GNB5,MP:0008489;MP:0011086;MP:0001265;MP:0006142;MP:0011110,1,0
AMBRA1,MP:0011108;MP:0003054;MP:0011099;MP:0012705;MP:0012701;MP:0000934;MP:0002809;MP:0004837;MP:0000351;MP:0000914;MP:0008260,1,0
GNB1,MP:0011109;MP:0004948;MP:0001436;MP:0009937;MP:0011090;MP:0002152;MP:0008458;MP:0006254;MP:0000352;MP:0004261;MP:0000914;MP:0005657;MP:0001953;MP:0000774,1,0
GNB3,MP:0011110;MP:0001005;MP:0005551;MP:0004021;MP:0004022;MP:0006074,1,0
AIM2,MP:0002412;MP:0008555;MP:0008658;MP:0011081;MP:0002418;MP:0009788;MP:0008685;MP:0008045;MP:0008636;MP:0003009;MP:0008560;MP:0008567;MP:0008564;MP:0002451,0,0
CHRNA10,MP:0002622;MP:0004632;MP:0004736;MP:0004434;MP:0004633;MP:0004432;MP:0004433,0,0
OPN1LW,MP:0002090,0,0
SAMHD1,MP:0002418;MP:0005025;MP:0005621;MP:0002169,0,0
C11orf80,MP:0011125;MP:0001930;MP:0011121;MP:0008261;MP:0009452;MP:0001147;MP:0005159,0,0
SFRP2,MP:0009937;MP:0000564;MP:0009874;MP:0004214;MP:0004635;MP:0004634;MP:0004686;MP:0004484;MP:0002772;MP:0000585;MP:0003419;MP:0002544;MP:0006280;MP:0002169;MP:0004355;MP:0004083;MP:0004359;MP:0005599;MP:0002759;MP:0006394;MP:0009780,0,0
FAM107B,MP:0006325;MP:0000452;MP:0003131;MP:0001262;MP:0000367,0,0
TAAR4P,MP:0001983;MP:0008544,0,0
SRXN1,MP:0005343;MP:0002941;MP:0008735;MP:0009766,0,0
CRHR2,MP:0001431;MP:0002842;MP:0001360;MP:0001363;MP:0001614;MP:0010025;MP:0005666;MP:0001619;MP:0005179;MP:0003953;MP:0005601;MP:0002078;MP:0002644;MP:0005449;MP:0000230;MP:0000231;MP:0009136;MP:0009117;MP:0002702;MP:0001442;MP:0002891;MP:0004215;MP:0002757;MP:0002573,0,0
HSD17B14,MP:0013600;MP:0008500;MP:0002687;MP:0001925;MP:0010166,0,0
AMIGO3,MP:0000274,0,0
PLPP1,MP:0009642,0,0
FRAS1,MP:0000576;MP:0001302;MP:0002092;MP:0004936;MP:0001176;MP:0005264;MP:0002989;MP:0001208;MP:0009887;MP:0011339;MP:0004322;MP:0002110;MP:0011109;MP:0001914;MP:0010418;MP:0011101;MP:0002073;MP:0011499;MP:0004007;MP:0009743;MP:0006032;MP:0003675;MP:0002639;MP:0005325;MP:0009655;MP:0000564;MP:0011099;MP:0005287;MP:0001175;MP:0011320;MP:0004272;MP:0000527;MP:0000520;MP:0000523;MP:0000150;MP:0000528;MP:0010977;MP:0000157;MP:0011364;MP:0005242;MP:0008856;MP:0003604;MP:0001297;MP:0009890;MP:0011386;MP:0008854;MP:0010984;MP:0006382,1,0
DCAF11,MP:0010101;MP:0004647;MP:0002590,0,0
TGFBR1,MP:0001718;MP:0001719;MP:0001716;MP:0005592;MP:0000164;MP:0005312;MP:0000160;MP:0002151;MP:0004044;MP:0011100;MP:0030356;MP:0003984;MP:0030350;MP:0010996;MP:0002724;MP:0010661;MP:0011575;MP:0011098;MP:0011092;MP:0002083;MP:0011205;MP:0004113;MP:0003211;MP:0011572;MP:0005243;MP:0005244;MP:0002169;MP:0004076;MP:0001698;MP:0000081;MP:0004111;MP:0003400;MP:0000260,1,0
PLPP2,MP:0002169,0,0
GTF2A1,MP:0004852;MP:0011088;MP:0001436;MP:0011100;MP:0013655;MP:0003036;MP:0001146;MP:0001153;MP:0000063;MP:0006380;MP:0005159;MP:0008280;MP:0001925;MP:0008279,1,0
RBMX,MP:0003961;MP:0012768;MP:0010052;MP:0001258;MP:0002968,0,0
ANKFN1,MP:0001262;MP:0001399;MP:0005191;MP:0001394;MP:0009456;MP:0020470;MP:0009712;MP:0004924;MP:0000745;MP:0001522;MP:0020468;MP:0020467;MP:0004742;MP:0001410,0,0
IL18BP,MP:0001263;MP:0000689;MP:0013672;MP:0005014;MP:0005152;MP:0012768;MP:0011890;MP:0005425;MP:0000599;MP:0002059;MP:0008635;MP:0008045;MP:0008251;MP:0008567;MP:0000691;MP:0013667;MP:0008053;MP:0002339;MP:0010209;MP:0011075;MP:0002941;MP:0000220;MP:0008577,0,0
IQGAP1,MP:0010792;MP:0005210,0,0
IQGAP2,MP:0005343;MP:0003887;MP:0002083;MP:0002947;MP:0003331;MP:0000607;MP:0000606,0,0
NFATC2IP,MP:0008673;MP:0005466;MP:0000336;MP:0008697;MP:0008568;MP:0008603;MP:0005027;MP:0008703;MP:0008700;MP:0008091;MP:0008246;MP:0008567,0,0
SLIRP,MP:0011110;MP:0001922;MP:0009834;MP:0002675;MP:0009832,1,0
NDUFS1,MP:0001303;MP:0004924;MP:0002644;MP:0011100;MP:0001402,1,0
REC8,MP:0004200;MP:0005169;MP:0005168;MP:0002777;MP:0011101;MP:0004805;MP:0008261;MP:0009451;MP:0009452;MP:0001147;MP:0001119;MP:0001127;MP:0001126;MP:0002216;MP:0001732;MP:0005159;MP:0001929;MP:0001926;MP:0001925;MP:0001924,1,0
NDUFS3,MP:0002875;MP:0003960;MP:0002833;MP:0001391;MP:0005571,0,0
NOD1,MP:0008722;MP:0001790;MP:0003009;MP:0008561;MP:0008706;MP:0002451,0,0
NOD2,MP:0008734;MP:0008751;MP:0001263;MP:0008537;MP:0008599;MP:0008553;MP:0008752;MP:0005025;MP:0002467;MP:0008750;MP:0000685;MP:0002446;MP:0005090;MP:0002344;MP:0005465;MP:0008260;MP:0003436;MP:0000218;MP:0000219;MP:0008561;MP:0008706;MP:0000696;MP:0009788;MP:0008577;MP:0003009;MP:0002451;MP:0008136;MP:0008132;MP:0008657;MP:0001805;MP:0001790;MP:0001793;MP:0008074;MP:0009766;MP:0001798;MP:0008713,0,0
HCLS1,MP:0001800;MP:0005017;MP:0005095;MP:0002459,0,0
NDUFS4,MP:0001344;MP:0004950;MP:0001732;MP:0004811;MP:0010955;MP:0005333;MP:0005604;MP:0020351;MP:0004144;MP:0001505;MP:0001523;MP:0000418;MP:0030670;MP:0001405;MP:0001406;MP:0001402;MP:0001489;MP:0002183;MP:0002067;MP:0010956;MP:0009964;MP:0000876;MP:0006051;MP:0002064;MP:0002654;MP:0003354;MP:0009642;MP:0003979;MP:0005311;MP:0010746;MP:0005551;MP:0008025;MP:0000160;MP:0001525;MP:0004142;MP:0001522;MP:0001259;MP:0001258;MP:0009983;MP:0002338;MP:0001394;MP:0008918;MP:0002169;MP:0005534;MP:0001265;MP:0001304;MP:0000414;MP:0000416;MP:0002229;MP:0005574;MP:0000846;MP:0009931;MP:0030655;MP:0010047;MP:0001504;MP:0005656;MP:0010323;MP:0005202;MP:0002066;MP:0005498;MP:0011635;MP:0005114;MP:0002090;MP:0003382;MP:0002882;MP:0001957;MP:0001954;MP:0001393;MP:0001951;MP:0005191;MP:0005356;MP:0003224;MP:0009358;MP:0001442;MP:0001447;MP:0003674;MP:0001059;MP:0002083;MP:0000745;MP:0005584;MP:0009947;MP:0002001;MP:0001915;MP:0005507;MP:0001516;MP:0002572;MP:0001512;MP:0001513,0,1
SEPHS1,MP:0003984;MP:0005029;MP:0001698;MP:0011098,1,0
WNT9B,MP:0004936;MP:0005170;MP:0002989;MP:0004754;MP:0003558;MP:0002058;MP:0003557;MP:0003576;MP:0002703;MP:0003675;MP:0002705;MP:0011843;MP:0009073;MP:0009072;MP:0002083;MP:0000527;MP:0000111;MP:0003826;MP:0011682;MP:0000528;MP:0004727;MP:0006032,1,0
ARNTL,MP:0003918;MP:0003944;MP:0004852;MP:0004953;MP:0001732;MP:0030837;MP:0010378;MP:0005333;MP:0003200;MP:0002834;MP:0000218;MP:0000219;MP:0001504;MP:0001924;MP:0003415;MP:0001406;MP:0020408;MP:0003025;MP:0001728;MP:0009168;MP:0004232;MP:0002551;MP:0009006;MP:0003786;MP:0001552;MP:0002840;MP:0001556;MP:0010686;MP:0001554;MP:0005013;MP:0005011;MP:0001559;MP:0005017;MP:0005016;MP:0020478;MP:0001157;MP:0020472;MP:0020473;MP:0003976;MP:0020475;MP:0005317;MP:0005626;MP:0005551;MP:0002118;MP:0008908;MP:0001523;MP:0002727;MP:0002628;MP:0008254;MP:0001547;MP:0009171;MP:0005145;MP:0000424;MP:0001312;MP:0004905;MP:0020467;MP:0000150;MP:0005631;MP:0005300;MP:0004988;MP:0008858;MP:0005542;MP:0005266;MP:0001391;MP:0008853;MP:0008495;MP:0001792;MP:0000221;MP:0000220;MP:0020857;MP:0013373;MP:0001262;MP:0001263;MP:0001265;MP:0001303;MP:0001313;MP:0001304;MP:0003957;MP:0005178;MP:0014167;MP:0003198;MP:0005489;MP:0002078;MP:0008844;MP:0003059;MP:0004992;MP:0004876;MP:0005343;MP:0005048;MP:0009133;MP:0005164;MP:0005416;MP:0005659;MP:0005293;MP:0002891;MP:0005565;MP:0002144;MP:0001926;MP:0005418;MP:0005660;MP:0003313;MP:0003189;MP:0001501;MP:0008174;MP:0002941;MP:0008190;MP:0003383;MP:0001596;MP:0005661;MP:0005591;MP:0005664;MP:0010025;MP:0005595;MP:0011022;MP:0011021;MP:0000066;MP:0010213;MP:0020332;MP:0004685;MP:0002607;MP:0020477;MP:0009355;MP:0030776;MP:0006432;MP:0001429;MP:0002083;MP:0000427;MP:0005560;MP:0004624;MP:0004623;MP:0004622;MP:0005185;MP:0005505;MP:0005504;MP:0004703;MP:0000186;MP:0000182;MP:0009436,0,0
ATP13A2,MP:0003172;MP:0008842;MP:0001406;MP:0001407;MP:0001402;MP:0003461;MP:0002183;MP:0001447;MP:0005059;MP:0008493;MP:0008260;MP:0003354;MP:0013522;MP:0002882;MP:0001516;MP:0001513;MP:0005058;MP:0001463,0,0
TECPR1,MP:0001793;MP:0008260,0,0
DYNC1H1,MP:0001435;MP:0000753;MP:0001438;MP:0011087;MP:0005113;MP:0001731;MP:0005424;MP:0000940;MP:0001053;MP:0001524;MP:0000939;MP:0009393;MP:0001405;MP:0011096;MP:0011097;MP:0000743;MP:0001925;MP:0000938;MP:0004191;MP:0010053;MP:0004768;MP:0001515;MP:0005455;MP:0001513,1,0
CALD1,MP:0003052;MP:0011088;MP:0010386;MP:0011799;MP:0011774;MP:0011100,1,0
CCNB2,MP:0001935;MP:0001262;MP:0005090;MP:0000706;MP:0011110,1,0
CCNB1,MP:0009552;MP:0011100;MP:0011092;MP:0013293;MP:0013292,1,0
VPS18,MP:0011100,1,0
VPS16,MP:0005323;MP:0001392,0,0
CSTF2,MP:0001685;MP:0002399;MP:0002663;MP:0001680,0,0
ERBB4,MP:0001072;MP:0000940;MP:0000301;MP:0011098;MP:0000968;MP:0001056;MP:0002169;MP:0001071;MP:0001073;MP:0000233;MP:0000296;MP:0003703;MP:0001065;MP:0001081;MP:0001082;MP:0001092;MP:0003088;MP:0001399,1,0
ULK2,MP:0002169;MP:0001363;MP:0010166,0,0
ILF3,MP:0001404;MP:0001575;MP:0000759;MP:0009703;MP:0001436;MP:0011087;MP:0006042;MP:0003084;MP:0002280;MP:0000746;MP:0000761;MP:0005426;MP:0009674,1,0
ILF2,MP:0008762,1,0
POU2F2,MP:0001575;MP:0005202;MP:0008211;MP:0001436;MP:0001802;MP:0001429;MP:0005017;MP:0001806;MP:0004978;MP:0008495;MP:0002460;MP:0011087,1,0
POU2F1,MP:0008533;MP:0010736;MP:0001577;MP:0000245;MP:0003717;MP:0011099;MP:0011095;MP:0001306;MP:0001717;MP:0001672;MP:0001698;MP:0001730;MP:0000601;MP:0011108;MP:0003890,1,0
BPTF,MP:0001675;MP:0012161;MP:0011186;MP:0002584;MP:0001730;MP:0003984;MP:0000352;MP:0002836;MP:0001685;MP:0001683;MP:0002086;MP:0011098;MP:0011096;MP:0002084;MP:0001705;MP:0011190;MP:0005221;MP:0009593;MP:0002230;MP:0012159;MP:0003085;MP:0001698;MP:0012685;MP:0001693,1,0
C1orf127,MP:0000598;MP:0011252;MP:0000694;MP:0000284;MP:0000531;MP:0004133;MP:0000644;MP:0011649;MP:0010412,0,0
PCCB,MP:0013294;MP:0011100;MP:0013293,1,0
PCCA,MP:0001429;MP:0011085;MP:0001388;MP:0004860;MP:0002628;MP:0011402;MP:0005439;MP:0002893;MP:0001756;MP:0003853;MP:0009546,1,0
SIVA1,MP:0008762;MP:0002169,1,0
TNMD,MP:0005503,0,0
CTSS,MP:0005602;MP:0008568;MP:0001559;MP:0001870;MP:0001800;MP:0003009;MP:0001805;MP:0001806;MP:0004804;MP:0004003;MP:0004824;MP:0002459;MP:0002444;MP:0004031;MP:0002452;MP:0002453;MP:0003436,0,0
ADGRV1,MP:0002090;MP:0000043;MP:0004521;MP:0004404;MP:0006359;MP:0001496;MP:0004527;MP:0004737;MP:0004586;MP:0004582;MP:0004362;MP:0011967;MP:0004022;MP:0002857;MP:0001967;MP:0004532;MP:0004434;MP:0004577;MP:0003146;MP:0004431;MP:0004748;MP:0004491;MP:0004398;MP:0009142;MP:0009763;MP:0001489,0,1
P2RY6,MP:0005591;MP:0003026;MP:0002451,0,0
SOX30,MP:0020550;MP:0001156;MP:0001147;MP:0001415;MP:0006380;MP:0005159;MP:0001925;MP:0008279,0,0
SERPINC1,MP:0011088;MP:0002847;MP:0002698;MP:0011086;MP:0002092;MP:0001325;MP:0003328;MP:0006137;MP:0001654;MP:0000598;MP:0001914;MP:0001915;MP:0005098;MP:0011100;MP:0002628;MP:0001855;MP:0003415;MP:0000691;MP:0011099;MP:0005048;MP:0002083;MP:0003103;MP:0001312;MP:0003727;MP:0002658;MP:0005187;MP:0005201;MP:0005329;MP:0001935;MP:0020407;MP:0002551;MP:0001860;MP:0000266,1,0
CLN6,MP:0002874;MP:0002064;MP:0000753;MP:0003632;MP:0002083;MP:0000754;MP:0000920;MP:0001325;MP:0005405;MP:0001326;MP:0010025;MP:0003354;MP:0010123;MP:0004811,0,1
CLN5,MP:0003246;MP:0002152;MP:0002090,0,0
CLN3,MP:0008195;MP:0002906;MP:0005241;MP:0001327;MP:0005058;MP:0000807;MP:0001325;MP:0006069;MP:0001326;MP:0002152;MP:0000607;MP:0000598;MP:0005627;MP:0005277;MP:0003733;MP:0002135;MP:0006007;MP:0011079;MP:0003632;MP:0002451;MP:0001405;MP:0001406;MP:0001407;MP:0001426;MP:0008997;MP:0002083;MP:0000788;MP:0000745;MP:0000812;MP:0004275;MP:0002183;MP:0001762;MP:0002376;MP:0003313;MP:0009940;MP:0000875;MP:0005618;MP:0002161;MP:0008056;MP:0003566;MP:0002988;MP:0001513,0,1
CLN8,MP:0000753;MP:0002183;MP:0005112;MP:0000755;MP:0000754;MP:0000920;MP:0005405;MP:0001326;MP:0001935;MP:0001513;MP:0008582;MP:0008587;MP:0003632;MP:0008515;MP:0001056;MP:0002083;MP:0000937;MP:0003728;MP:0001074;MP:0001076;MP:0000938;MP:0002001;MP:0002066;MP:0005201;MP:0002064;MP:0001392;MP:0001393;MP:0008455;MP:0008456,0,1
SFRP5,MP:0002169,0,0
CLNK,MP:0008042;MP:0008559;MP:0008700;MP:0003080;MP:0002423;MP:0008566,0,0
ACSM2A,MP:0003020;MP:0001510;MP:0005560,0,0
ACSM2B,MP:0003020;MP:0001510;MP:0005560,0,0
TJP1,MP:0001718;MP:0004180;MP:0003229;MP:0011098;MP:0004557;MP:0002085;MP:0008803;MP:0002086;MP:0002169;MP:0004076;MP:0002825;MP:0003984;MP:0001698;MP:0009657;MP:0012505;MP:0009577;MP:0003891;MP:0013504,1,0
TOR1AIP1,MP:0003111;MP:0011089,1,0
LIMA1,MP:0000432;MP:0030610;MP:0011110;MP:0005179;MP:0002647,1,0
RNF180,MP:0012574;MP:0010070;MP:0002797;MP:0003063;MP:0001360;MP:0001363;MP:0004000;MP:0005584;MP:0003661,0,0
TCF7L2,MP:0001433;MP:0013879;MP:0008883;MP:0000479;MP:0000477;MP:0011087;MP:0001262;MP:0005293;MP:0005292;MP:0000284;MP:0010589;MP:0003935;MP:0010802;MP:0010025;MP:0003960;MP:0005559;MP:0006063;MP:0000636;MP:0010123;MP:0004463;MP:0000602;MP:0002078;MP:0004613;MP:0004160;MP:0000495;MP:0000496;MP:0011100;MP:0000490;MP:0009674;MP:0004164;MP:0010080;MP:0013186;MP:0002727;MP:0010420;MP:0003638;MP:0010088;MP:0009546;MP:0013241;MP:0011513;MP:0001402;MP:0013943;MP:0000339;MP:0003826;MP:0003827;MP:0013977;MP:0014001;MP:0000520;MP:0003686;MP:0002239;MP:0003961;MP:0013876;MP:0013795;MP:0000783;MP:0013792;MP:0005560;MP:0011400;MP:0013862;MP:0009703;MP:0014021;MP:0008130;MP:0000488;MP:0004609;MP:0013945;MP:0008366;MP:0010418;MP:0013985;MP:0000189;MP:0020485;MP:0010602;MP:0003449,1,0
BMPR2,MP:0001719;MP:0012250;MP:0003036;MP:0002582;MP:0003034;MP:0000281;MP:0001730;MP:0000519;MP:0000060;MP:0003070;MP:0002442;MP:0011105;MP:0003345;MP:0011101;MP:0002746;MP:0003984;MP:0004007;MP:0003886;MP:0008148;MP:0010420;MP:0001683;MP:0003988;MP:0011098;MP:0011099;MP:0011096;MP:0011090;MP:0003025;MP:0010758;MP:0005221;MP:0011400;MP:0002270;MP:0010412;MP:0000484;MP:0003548;MP:0004056;MP:0002169;MP:0011664;MP:0004157;MP:0003085;MP:0011661;MP:0004012;MP:0001696;MP:0003890;MP:0001693,1,0
SPESP1,MP:0008898;MP:0004543;MP:0009647;MP:0005411,0,0
RBX1,MP:0011096;MP:0000352;MP:0013504;MP:0003077;MP:0009781;MP:0001698,1,0
ZBTB20,MP:0002906;MP:0001265;MP:0001364;MP:0011084;MP:0001262;MP:0005292;MP:0011090;MP:0002229;MP:0003329;MP:0002882;MP:0005668;MP:0008287;MP:0000808;MP:0008263;MP:0005627;MP:0009937;MP:0000815;MP:0008415;MP:0002727;MP:0001463;MP:0001258;MP:0002083;MP:0000812;MP:0005439;MP:0005438;MP:0009969;MP:0002891;MP:0006203;MP:0005565;MP:0008283;MP:0005343;MP:0001399;MP:0005344;MP:0002801;MP:0009642;MP:0002968;MP:0000189;MP:0001732;MP:0002712;MP:0002575;MP:0012460;MP:0001511,1,1
ZBTB24,MP:0001303;MP:0011095;MP:0011100;MP:0003020;MP:0010097;MP:0001488,1,0
HRAS,MP:0002842;MP:0008772;MP:0000662;MP:0000107;MP:0000438;MP:0000628;MP:0004502;MP:0030034;MP:0000231;MP:0010234;MP:0000091;MP:0003985;MP:0030062;MP:0003769;MP:0000097;MP:0002625;MP:0001614;MP:0000276;MP:0008725;MP:0011471;MP:0005416;MP:0001883;MP:0012080;MP:0000630;MP:0003743;MP:0003108;MP:0006144;MP:0009873;MP:0010591;MP:0006143;MP:0002169;MP:0000266;MP:0030036,0,0
SKI,MP:0000759;MP:0000454;MP:0000734;MP:0003036;MP:0004383;MP:0000914;MP:0000929;MP:0004447;MP:0004819;MP:0000108;MP:0002113;MP:0004200;MP:0004462;MP:0008029;MP:0011109;MP:0001914;MP:0002151;MP:0001302;MP:0009402;MP:0012431;MP:0000562;MP:0004419;MP:0012175;MP:0000819;MP:0000783;MP:0000074;MP:0006302;MP:0004499;MP:0004607;MP:0030223;MP:0003048;MP:0004174;MP:0004608;MP:0003084;MP:0004448;MP:0011089;MP:0011703;MP:0000088;MP:0004376,1,0
MSGN1,MP:0011098;MP:0012277;MP:0012182;MP:0012184;MP:0004197;MP:0000962;MP:0000138;MP:0012707;MP:0000737;MP:0011732;MP:0003456;MP:0001689;MP:0000151;MP:0003400;MP:0003401;MP:0003048;MP:0004620,1,0
C16orf89,MP:0000274;MP:0011110;MP:0008528;MP:0005560,1,0
MFF,MP:0006043;MP:0001657;MP:0003038,0,0
SYT10,MP:0020470;MP:0020474,0,0
SYT11,MP:0002169,0,0
GEM,MP:0003059;MP:0005293;MP:0004179;MP:0003562,0,0
RIC8B,MP:0003918;MP:0011100;MP:0002834;MP:0000218;MP:0003961;MP:0010124;MP:0000063,1,0
RIC8A,MP:0011096;MP:0011100;MP:0001463;MP:0001363,1,0
NEDD4L,MP:0001575;MP:0011088;MP:0011085;MP:0004875;MP:0003915;MP:0002988;MP:0000519;MP:0001954;MP:0005627;MP:0005333;MP:0000231;MP:0000230;MP:0011941;MP:0002666;MP:0000219;MP:0002703;MP:0001426;MP:0001402;MP:0002083;MP:0004924;MP:0005140;MP:0001489;MP:0014206;MP:0011967;MP:0005633;MP:0001762;MP:0010819;MP:0002270;MP:0011110;MP:0004217;MP:0006359;MP:0010858;MP:0009142;MP:0001325;MP:0001861,1,0
BAHCC1,MP:0001406;MP:0005156;MP:0011090;MP:0001402,1,0
BABAM2,MP:0001406;MP:0008008;MP:0002896;MP:0013501;MP:0000062;MP:0008058;MP:0011704,0,0
F2RL3,MP:0005048;MP:0005606,0,0
DTNBP1,MP:0005098;MP:0001364;MP:0005070;MP:0001324;MP:0005172;MP:0009142;MP:0005606;MP:0005464;MP:0002075;MP:0003179;MP:0013894;MP:0020432;MP:0002136;MP:0009549;MP:0011967;MP:0000371;MP:0009455;MP:0005103;MP:0005102;MP:0020467;MP:0001102;MP:0003043;MP:0001399;MP:0005201;MP:0002418;MP:0010193;MP:0004725;MP:0002551;MP:0011620;MP:0002800;MP:0002803,0,0
PCDHGA1,MP:0002169,0,0
RWDD3,MP:0004924;MP:0011100;MP:0003233;MP:0010053;MP:0000565,1,0
GSTT1,MP:0005559;MP:0008875,0,0
RWDD1,MP:0010169;MP:0010851;MP:0008079;MP:0008074,0,0
CDC14B,MP:0001935;MP:0001303;MP:0008058;MP:0009454;MP:0001304;MP:0001314;MP:0001312;MP:0001923;MP:0001922;MP:0001921;MP:0008008;MP:0000160;MP:0003786,0,0
GPR179,MP:0004021;MP:0004022,0,0
PHF6,MP:0011100,1,0
LAMTOR5,MP:0011100;MP:0001415;MP:0011239,1,0
PHF2,MP:0011167;MP:0001262;MP:0002176;MP:0001258;MP:0008844;MP:0011086;MP:0009283;MP:0001732;MP:0009131;MP:0009133;MP:0009299;MP:0009289;MP:0010025,1,0
RABAC1,MP:0010053,0,0
LAMTOR2,MP:0002085;MP:0003984;MP:0011098,1,0
MEIOC,MP:0010948;MP:0002777;MP:0008261;MP:0004805;MP:0009452;MP:0010767;MP:0001147;MP:0004901;MP:0001127;MP:0005159;MP:0005431;MP:0001926;MP:0001925;MP:0014052,0,0
C2CD4C,MP:0001262,0,0
TCHP,MP:0005178;MP:0001556;MP:0008174,0,0
DSC3,MP:0011094;MP:0002169,1,0
TDRD3,MP:0008866;MP:0002144;MP:0002459,0,0
PDZK1,MP:0005014;MP:0013971;MP:0013970;MP:0005178;MP:0000598;MP:0000783;MP:0004613;MP:0013977;MP:0013859;MP:0001879;MP:0010440;MP:0010404;MP:0000562;MP:0014001;MP:0003826;MP:0003827;MP:0005416;MP:0013848;MP:0003686;MP:0013840;MP:0013967;MP:0000222;MP:0013981;MP:0010412;MP:0008097,0,0
STRN3,MP:0003020;MP:0001785;MP:0011100;MP:0001914;MP:0005560,1,0
SS18L1,MP:0001405;MP:0001265;MP:0000852;MP:0002083;MP:0000788;MP:0008267;MP:0000841;MP:0000783;MP:0001924,0,0
ND2,MP:0010954;MP:0004804,0,0
ERN2,MP:0008537,0,0
