Gene,MGI Phenotypes,MGI Essential,MGI Seizure
MYO1F,MP:0003566;MP:0008720,0,0
MYO1E,MP:0001577;MP:0002847;MP:0003917;MP:0001614;MP:0004756;MP:0011353;MP:0011352;MP:0005097;MP:0011409;MP:0001914;MP:0011418;MP:0011101;MP:0002640;MP:0008140;MP:0011868;MP:0000315;MP:0002874;MP:0002875;MP:0002871;MP:0004969;MP:0005161;MP:0011320;MP:0005565;MP:0005325;MP:0011402;MP:0003215;MP:0005264;MP:0011348;MP:0003068;MP:0009643;MP:0000208;MP:0002962;MP:0008059,1,0
MYO1C,MP:0002875;MP:0000248;MP:0004438;MP:0002590;MP:0000062;MP:0005642;MP:0005561,0,0
MYO1A,MP:0008142,0,0
GRN,MP:0001262;MP:0012143;MP:0008986;MP:0008415;MP:0001360;MP:0001363;MP:0012144;MP:0006303;MP:0002229;MP:0004811;MP:0003691;MP:0020508;MP:0008722;MP:0003244;MP:0002152;MP:0000607;MP:0011451;MP:0002175;MP:0008842;MP:0008663;MP:0008660;MP:0009936;MP:0008143;MP:0001442;MP:0004250;MP:0003633;MP:0008560;MP:0002912;MP:0004022;MP:0008705;MP:0001405;MP:0001354;MP:0010080;MP:0001378;MP:0000598;MP:0005165;MP:0014062;MP:0002083;MP:0008067;MP:0003862;MP:0002451;MP:0002412;MP:0001900;MP:0020427;MP:0002797;MP:0003461;MP:0009454;MP:0008918;MP:0003354;MP:0001463;MP:0008056;MP:0008432;MP:0008657;MP:0011975;MP:0001473,0,0
CHMP3,MP:0013292;MP:0011100,1,0
CHMP6,MP:0013292;MP:0013294;MP:0011100,1,0
BCR,MP:0005325;MP:0005343;MP:0001263;MP:0005044;MP:0002941;MP:0008986;MP:0002123;MP:0008735;MP:0004756;MP:0004810;MP:0002581;MP:0002463;MP:0003946;MP:0000218;MP:0000219;MP:0002944;MP:0005565;MP:0003288;MP:0009278,0,0
CTPS2,MP:0002169,0,0
HOXA13,MP:0002109;MP:0001265;MP:0000571;MP:0000666;MP:0000516;MP:0008983;MP:0000661;MP:0000519;MP:0006253;MP:0001732;MP:0000280;MP:0001135;MP:0003073;MP:0003072;MP:0000572;MP:0005230;MP:0002110;MP:0011108;MP:0011109;MP:0002115;MP:0003550;MP:0008803;MP:0009087;MP:0001785;MP:0011099;MP:0004576;MP:0001715;MP:0002187;MP:0006280;MP:0000554;MP:0002544;MP:0003675;MP:0011829;MP:0011828;MP:0013323;MP:0000492;MP:0009227;MP:0000564;MP:0000565;MP:0009252;MP:0005104;MP:0001163;MP:0011091;MP:0003942;MP:0002059;MP:0003800;MP:0001219;MP:0005306;MP:0003124;MP:0001926;MP:0001925;MP:0001924;MP:0011780;MP:0006279;MP:0003270;MP:0001157;MP:0003230;MP:0002774;MP:0003446;MP:0003617;MP:0009103;MP:0013318;MP:0009104;MP:0012302;MP:0009001,1,0
HOXA11,MP:0009096;MP:0000558;MP:0001926;MP:0000554;MP:0000552;MP:0001156;MP:0001922;MP:0005159;MP:0003855;MP:0003857;MP:0009097;MP:0002769;MP:0002286;MP:0004650;MP:0003345;MP:0004618;MP:0008280;MP:0008258;MP:0008161;MP:0008163;MP:0005109;MP:0005108;MP:0001935;MP:0009214;MP:0001147;MP:0002187;MP:0000150;MP:0004617;MP:0001925;MP:0001924;MP:0008915;MP:0009728;MP:0004355;MP:0004014;MP:0004359;MP:0004896,0,0
HOXA10,MP:0000665;MP:0000664;MP:0001156;MP:0005149;MP:0001154;MP:0001153;MP:0005159;MP:0004616;MP:0002769;MP:0002784;MP:0002114;MP:0003550;MP:0002286;MP:0004651;MP:0004617;MP:0004618;MP:0008146;MP:0004672;MP:0009218;MP:0001935;MP:0009213;MP:0001163;MP:0004680;MP:0001147;MP:0001077;MP:0001923;MP:0001922;MP:0001926;MP:0001925;MP:0009082;MP:0000480;MP:0012283;MP:0002670;MP:0013317,0,0
GTF2I,MP:0001265;MP:0000914;MP:0001634;MP:0001363;MP:0003873;MP:0001672;MP:0000428;MP:0000108;MP:0003205;MP:0011101;MP:0011102;MP:0003984;MP:0009657;MP:0004251;MP:0000445;MP:0011098;MP:0011192;MP:0011092;MP:0000449;MP:0004924;MP:0001147;MP:0000292;MP:0001923;MP:0001922;MP:0000913;MP:0003742;MP:0011184;MP:0004557;MP:0002169;MP:0002757;MP:0001698;MP:0001417,1,0
ATAT1,MP:0001935;MP:0004852;MP:0005621;MP:0002797;MP:0009239;MP:0002169;MP:0005578;MP:0000812;MP:0002675;MP:0009834;MP:0000825;MP:0001922;MP:0008280;MP:0002687;MP:0004929;MP:0000358,0,0
TTYH1,MP:0003111;MP:0011094;MP:0003707;MP:0001730;MP:0004046,1,0
GALNTL5,MP:0005578;MP:0008898;MP:0001156;MP:0002675;MP:0001415;MP:0002687;MP:0001925,0,0
SRC,MP:0001262;MP:0001399;MP:0000559;MP:0001265;MP:0030420;MP:0002066;MP:0008414;MP:0000121;MP:0011086;MP:0000125;MP:0030069;MP:0000435;MP:0010867;MP:0000065;MP:0000067;MP:0009456;MP:0002116;MP:0004993;MP:0002797;MP:0003419;MP:0006398;MP:0003845;MP:0000371;MP:0001529;MP:0003795;MP:0001405;MP:0020396;MP:0000135;MP:0004686;MP:0002083;MP:0001360;MP:0004924;MP:0010872;MP:0001488;MP:0003723;MP:0000119;MP:0001926;MP:0005193;MP:0002063;MP:0010053;MP:0002109;MP:0004214;MP:0020395;MP:0001290;MP:0030132;MP:0002100;MP:0002397;MP:0003461;MP:0006400;MP:0002804;MP:0001846;MP:0011495,1,0
NEMF,MP:0011100;MP:0005560,1,0
SRF,MP:0011098;MP:0011092;MP:0002169;MP:0003984;MP:0001698;MP:0001695;MP:0001683;MP:0001693,1,0
SRI,MP:0002727;MP:0005293,0,0
SRL,MP:0002841;MP:0005620;MP:0001544;MP:0002106;MP:0005140;MP:0004088;MP:0004084,0,0
SRR,MP:0008911;MP:0001399;MP:0002797;MP:0008414;MP:0001488;MP:0001360;MP:0008236;MP:0009142;MP:0030691;MP:0008432;MP:0030692;MP:0002229;MP:0003633;MP:0002463;MP:0002910;MP:0002574;MP:0001473,0,0
LGALS9,MP:0000693;MP:0020155;MP:0004974;MP:0000696;MP:0008483;MP:0000708;MP:0008102;MP:0008522;MP:0005013;MP:0005154;MP:0000219;MP:0008086;MP:0003724,0,0
LGALS8,MP:0008778;MP:0002410;MP:0001399,0,0
LGALS3,MP:0008555;MP:0001260;MP:0005011;MP:0011080;MP:0014045;MP:0010024;MP:0000165;MP:0000062;MP:0002981;MP:0000607;MP:0002442;MP:0000598;MP:0003306;MP:0003055;MP:0003303;MP:0009355;MP:0001388;MP:0008669;MP:0002136;MP:0002628;MP:0003799;MP:0008560;MP:0002620;MP:0003884;MP:0001656;MP:0008705;MP:0005044;MP:0000334;MP:0001402;MP:0001358;MP:0005166;MP:0005016;MP:0002557;MP:0005027;MP:0005025;MP:0020467;MP:0003331;MP:0003333;MP:0002376;MP:0002451;MP:0002412;MP:0002436;MP:0001847;MP:0009456;MP:0003674;MP:0002941;MP:0009763;MP:0003409;MP:0000223;MP:0008719;MP:0001798;MP:0002493;MP:0001860;MP:0001861,0,0
LGALS2,MP:0008476;MP:0010155;MP:0020155;MP:0006043;MP:0005617;MP:0005013;MP:0008074;MP:0008501;MP:0005015;MP:0001790;MP:0008502;MP:0000222;MP:0000218;MP:0008078,0,0
LGALS1,MP:0000965;MP:0004799;MP:0000961;MP:0001053;MP:0000736;MP:0000969;MP:0001363;MP:0006092;MP:0001973;MP:0002557;MP:0004275;MP:0003009;MP:0000972;MP:0008687;MP:0005236;MP:0008566,0,0
SRY,MP:0011129;MP:0005180;MP:0001939;MP:0001926;MP:0002211;MP:0002212;MP:0002213;MP:0002996;MP:0002995;MP:0009017;MP:0001131;MP:0005652,0,0
LGALS7,MP:0003443;MP:0001554;MP:0010845,0,0
CFAP36,MP:0002966;MP:0005633;MP:0001262,0,0
NMU,MP:0011049;MP:0001261;MP:0001433;MP:0001559;MP:0002078;MP:0002079;MP:0001402;MP:0008597;MP:0002118;MP:0005290;MP:0001554;MP:0002665;MP:0002628;MP:0006094;MP:0020467;MP:0005669;MP:0005178;MP:0005317,0,0
AKIRIN2,MP:0011098,1,0
AKIRIN1,MP:0002169,0,0
EIF2AK1,MP:0000274;MP:0000240;MP:0000245;MP:0005637;MP:0003657;MP:0003656;MP:0002590;MP:0011171;MP:0002447;MP:0001589;MP:0002811,0,0
EIF2AK3,MP:0001262;MP:0001265;MP:0011085;MP:0000556;MP:0030441;MP:0005293;MP:0001732;MP:0020137;MP:0000141;MP:0000066;MP:0005215;MP:0009172;MP:0005216;MP:0009174;MP:0005621;MP:0009176;MP:0002114;MP:0009178;MP:0011101;MP:0005225;MP:0001505;MP:0010400;MP:0002727;MP:0003797;MP:0001559;MP:0001402;MP:0011086;MP:0000135;MP:0002082;MP:0003339;MP:0005006;MP:0005220;MP:0003335;MP:0002791;MP:0005508;MP:0002693;MP:0008873;MP:0009146;MP:0004986;MP:0003564;MP:0003562,1,0
HLX,MP:0004882;MP:0001577;MP:0000245;MP:0003717;MP:0004200;MP:0000477;MP:0002279;MP:0012235;MP:0000596;MP:0001606;MP:0003924;MP:0001046;MP:0011089;MP:0002192;MP:0000600;MP:0004247;MP:0011091;MP:0005419;MP:0003250,1,0
TDG,MP:0003984;MP:0001634;MP:0003873;MP:0001730;MP:0006279;MP:0005312;MP:0004181;MP:0001914;MP:0001787;MP:0010500;MP:0003888;MP:0009797;MP:0011098;MP:0001622;MP:0001700;MP:0004787;MP:0003920;MP:0006126;MP:0002652;MP:0008877;MP:0005244;MP:0000934;MP:0001698;MP:0004111;MP:0000260;MP:0000267,1,0
EIF2AK4,MP:0001431;MP:0001934;MP:0001432;MP:0001469;MP:0001935;MP:0008414;MP:0003718;MP:0011086;MP:0010180;MP:0002207;MP:0009763;MP:0001732;MP:0002418;MP:0003009;MP:0003402;MP:0005311;MP:0002376;MP:0004819;MP:0002865;MP:0002451,1,0
CKS2,MP:0005168;MP:0003205;MP:0008261;MP:0020550;MP:0005159;MP:0001926;MP:0001925,0,0
NMB,MP:0001440,0,0
EREG,MP:0008873;MP:0001263;MP:0008537;MP:0001194,0,0
AVPI1,MP:0010068;MP:0013279,0,0
TRNT1,MP:0001260;MP:0002965;MP:0005642,0,0
OCRL,MP:0002169,0,0
NAP1L1,MP:0008415;MP:0020394;MP:0011101;MP:0003690,1,0
PLAUR,MP:0002412;MP:0000788;MP:0002906;MP:0006009;MP:0013498;MP:0001417;MP:0000243;MP:0001363;MP:0002467;MP:0002499;MP:0002463;MP:0005602;MP:0003333;MP:0003241;MP:0001846;MP:0004101;MP:0008713;MP:0001860;MP:0003246;MP:0002451,0,1
ENTPD5,MP:0000599;MP:0010042;MP:0001262;MP:0005419;MP:0005344;MP:0008114;MP:0010040;MP:0003887;MP:0005318;MP:0002941;MP:0008261;MP:0003893;MP:0003983;MP:0000607;MP:0002968;MP:0000189;MP:0003331;MP:0001860;MP:0003324;MP:0001925,0,0
LOR,MP:0001191;MP:0001265;MP:0002098;MP:0002796;MP:0001240;MP:0005292;MP:0003454;MP:0001201;MP:0011110;MP:0003089,1,0
LRRC26,MP:0005310,0,0
SLCO1B3,MP:0005344;MP:0008874;MP:0008875;MP:0000609;MP:0005416;MP:0000199;MP:0009767;MP:0005568;MP:0005633;MP:0003019;MP:0006357;MP:0005178;MP:0008805;MP:0002941,0,0
LOX,MP:0001178;MP:0001575;MP:0008438;MP:0011089;MP:0006278;MP:0001436;MP:0012251;MP:0001177;MP:0001614;MP:0006083;MP:0001958;MP:0008418;MP:0011032;MP:0009862;MP:0009866;MP:0003209;MP:0001914;MP:0009865;MP:0009868;MP:0010463;MP:0006049;MP:0000233;MP:0010997;MP:0010897;MP:0002625;MP:0000276;MP:0001402;MP:0003907;MP:0010911;MP:0003924;MP:0012061;MP:0005584;MP:0005435;MP:0005631;MP:0011034;MP:0010856;MP:0000484;MP:0005243;MP:0002279;MP:0010471;MP:0010457;MP:0003089,1,0
GCNT4,MP:0000511;MP:0005478;MP:0000219;MP:0001354;MP:0002169,0,0
GCNT1,MP:0000716;MP:0003156;MP:0001790;MP:0002498;MP:0000218;MP:0000219;MP:0001845;MP:0002144;MP:0020332,0,0
GCNT3,MP:0008537;MP:0001807;MP:0000511;MP:0008495;MP:0008496;MP:0008497;MP:0001666;MP:0002169,0,0
GCNT2,MP:0002015;MP:0005553;MP:0001402;MP:0005017;MP:0009640;MP:0005565,0,0
LPCAT3,MP:0011085;MP:0013245;MP:0005560,1,0
LPCAT1,MP:0008519;MP:0001575;MP:0004022;MP:0011087;MP:0008515;MP:0001175;MP:0002090;MP:0001177;MP:0012144;MP:0001326;MP:0001954;MP:0004777;MP:0005551;MP:0011965;MP:0008585;MP:0004021;MP:0008444;MP:0001182;MP:0012029;MP:0004782;MP:0002792;MP:0008450;MP:0008451;MP:0002864,1,0
ALOX5,MP:0000692;MP:0009817;MP:0000062;MP:0005145;MP:0008720;MP:0005087;MP:0008908;MP:0001790;MP:0009814;MP:0002463;MP:0005597;MP:0008719;MP:0005669;MP:0001845;MP:0009818;MP:0004822;MP:0001876,0,0
MID1IP1,MP:0001539,0,0
INAVA,MP:0010124,0,0
PIGA,MP:0001718;MP:0002116;MP:0011091;MP:0001698;MP:0000164;MP:0000914;MP:0003950;MP:0000913,1,0
PIGF,MP:0003961;MP:0005178;MP:0010024;MP:0011100;MP:0010124,1,0
CALCRL,MP:0012727;MP:0008876;MP:0001191;MP:0011099;MP:0003222;MP:0002192;MP:0001716;MP:0002190;MP:0005329;MP:0003567;MP:0003390;MP:0004057;MP:0005592;MP:0003814;MP:0001785;MP:0003288;MP:0004056;MP:0002188;MP:0002450,1,0
PIGH,MP:0010052;MP:0011100;MP:0013292;MP:0013293;MP:0000186;MP:0005179,1,0
PIGL,MP:0013294;MP:0011100,1,0
PIGM,MP:0011100,1,0
PIGN,MP:0001695;MP:0000784;MP:0005262;MP:0001297,0,0
PIGR,MP:0002412;MP:0010155;MP:0008401;MP:0008895;MP:0000716;MP:0010223;MP:0002497;MP:0008561;MP:0001807;MP:0000501;MP:0005027;MP:0003945;MP:0000477;MP:0002493;MP:0002490;MP:0008567;MP:0001764;MP:0002495,0,0
PIGT,MP:0011100,1,0
PIGU,MP:0011100;MP:0001891,1,0
PIGV,MP:0001265;MP:0000273;MP:0010466;MP:0001297;MP:0000284;MP:0011667;MP:0002639;MP:0000111;MP:0001823;MP:0000519;MP:0003675;MP:0004158;MP:0010402,0,0
ENTPD8,MP:0000274;MP:0000266,0,0
TAGLN,MP:0002169,0,0
ANKLE1,MP:0011101,1,0
RHPN1,MP:0001556;MP:0005419,0,0
SLC20A2,MP:0001303;MP:0013278;MP:0005293;MP:0001304;MP:0005176;MP:0001322;MP:0010025;MP:0013836;MP:0010124;MP:0000063;MP:0000160;MP:0006062;MP:0009820;MP:0004613;MP:0014019;MP:0014018;MP:0006007;MP:0011110;MP:0000198;MP:0010440;MP:0003795;MP:0001015;MP:0001258;MP:0030014;MP:0000788;MP:0006093;MP:0013848;MP:0003869;MP:0003961;MP:0000783;MP:0000832;MP:0010052;MP:0000297;MP:0004174;MP:0013968;MP:0008918;MP:0010096;MP:0002968;MP:0010092;MP:0000192;MP:0014086;MP:0006358,1,0
OLR1,MP:0005341;MP:0004484;MP:0002169;MP:0008593;MP:0004037;MP:0003038,0,0
RHPN2,MP:0002169,0,0
BBIP1,MP:0001261;MP:0001433;MP:0011110;MP:0011085;MP:0011939;MP:0001326;MP:0000837;MP:0001925,1,0
CCDC174,MP:0006205,1,0
PDK1,MP:0001147;MP:0001146,0,0
PDK2,MP:0002841,0,0
ALPG,MP:0001260;MP:0001552;MP:0003984;MP:0001547;MP:0001935;MP:0011104;MP:0002293;MP:0002169;MP:0005342;MP:0009781,1,0
PDK4,MP:0030674;MP:0002078;MP:0002079;MP:0001554;MP:0004982;MP:0004983;MP:0000130;MP:0010877;MP:0005292;MP:0009642;MP:0009345;MP:0005439;MP:0010874;MP:0005311;MP:0003439;MP:0013404;MP:0002575;MP:0008396;MP:0005560,0,0
CYCS,MP:0005018;MP:0003984;MP:0005017;MP:0000755;MP:0004952;MP:0005150;MP:0001891;MP:0000837;MP:0020527;MP:0030049;MP:0001916;MP:0003207;MP:0011101;MP:0001524;MP:0000238;MP:0001698;MP:0000693;MP:0011098;MP:0002086;MP:0002083;MP:0000788;MP:0000746;MP:0000919;MP:0011090;MP:0010954;MP:0000914;MP:0000784;MP:0000633;MP:0000898;MP:0001395;MP:0001648;MP:0001823;MP:0000221;MP:0003644,1,0
LNPEP,MP:0000274;MP:0001405;MP:0002891;MP:0002078;MP:0008428;MP:0009122;MP:0005331;MP:0005292;MP:0011016;MP:0005289;MP:0005659;MP:0010025;MP:0009133;MP:0001780;MP:0005669;MP:0004893;MP:0005179,0,0
ALPI,MP:0001260;MP:0001552;MP:0003984;MP:0001547;MP:0001935;MP:0011104;MP:0002293;MP:0002169;MP:0005342;MP:0009781,1,0
SEC61A1,MP:0001552;MP:0001265;MP:0009180;MP:0001559;MP:0005293;MP:0010025;MP:0000603;MP:0005178;MP:0004819;MP:0000599;MP:0005217;MP:0014117;MP:0002078;MP:0009176;MP:0005218;MP:0002628;MP:0003887;MP:0002727;MP:0003339;MP:0003961;MP:0003046;MP:0003562;MP:0002712;MP:0003893,0,0
ALPL,MP:0009246;MP:0030453;MP:0013250;MP:0004992;MP:0001265;MP:0030452;MP:0030281;MP:0011085;MP:0004986;MP:0001634;MP:0005150;MP:0010868;MP:0010025;MP:0020137;MP:0020138;MP:0000061;MP:0001957;MP:0000063;MP:0000109;MP:0030497;MP:0011165;MP:0030493;MP:0001915;MP:0000496;MP:0004189;MP:0000689;MP:0006396;MP:0000692;MP:0001405;MP:0030451;MP:0001182;MP:0000133;MP:0000746;MP:0000116;MP:0011585;MP:0001077;MP:0001664;MP:0002371;MP:0002108;MP:0002064;MP:0030545;MP:0030546;MP:0002100;MP:0005006;MP:0009642;MP:0000221;MP:0002966;MP:0009346;MP:0003933,1,1
PTGS2,MP:0003918;MP:0008734;MP:0008531;MP:0001919;MP:0008537;MP:0008735;MP:0002906;MP:0000511;MP:0004816;MP:0011334;MP:0002999;MP:0002989;MP:0001134;MP:0003288;MP:0005232;MP:0000598;MP:0002135;MP:0008235;MP:0008236;MP:0011534;MP:0002833;MP:0000218;MP:0002703;MP:0002705;MP:0004969;MP:0009815;MP:0000527;MP:0001127;MP:0000521;MP:0000522;MP:0000523;MP:0011423;MP:0003141;MP:0001728;MP:0002021;MP:0005325;MP:0011346;MP:0003215;MP:0005528;MP:0003357;MP:0008874;MP:0003355;MP:0003626;MP:0009643;MP:0002551;MP:0009641;MP:0000208;MP:0003997;MP:0009648;MP:0003422;MP:0002842;MP:0005319;MP:0002656;MP:0003139;MP:0008396;MP:0008907;MP:0011352;MP:0005553;MP:0011290;MP:0005571;MP:0002118;MP:0011294;MP:0009548;MP:0003436;MP:0001577;MP:0001859;MP:0003638;MP:0002945;MP:0009373;MP:0004867;MP:0011682;MP:0003426;MP:0009148;MP:0002161;MP:0005264;MP:0003606;MP:0002169;MP:0004155;MP:0008495;MP:0008496;MP:0009660;MP:0002494;MP:0011563;MP:0008498;MP:0008095;MP:0011564;MP:0001260;MP:0000242;MP:0011088;MP:0008770;MP:0011086;MP:0006058;MP:0004756;MP:0004754;MP:0011377;MP:0011376;MP:0001935;MP:0008004;MP:0002079;MP:0001263;MP:0000495;MP:0004484;MP:0003197;MP:0008560;MP:0008272;MP:0003829;MP:0005048;MP:0011403;MP:0005164;MP:0012737;MP:0011110;MP:0005658;MP:0011308;MP:0001923;MP:0005565;MP:0005656;MP:0001926;MP:0002451;MP:0011383;MP:0009766;MP:0001973;MP:0005666;MP:0005669;MP:0003071;MP:0004505;MP:0001750;MP:0001751;MP:0003075;MP:0003177;MP:0003303;MP:0004502;MP:0003675;MP:0002736;MP:0001422;MP:0000693;MP:0000691;MP:0002083;MP:0002082;MP:0005023;MP:0005025;MP:0003845;MP:0006144;MP:0004193;MP:0011402;MP:0011405;MP:0005464;MP:0006143;MP:0011408;MP:0010985;MP:0009814;MP:0005166;MP:0013237;MP:0002679,1,1
SUPT3H,MP:0011100,1,0
PLVAP,MP:0001552;MP:0001262;MP:0001577;MP:0009305;MP:0001732;MP:0003692;MP:0004247;MP:0003180;MP:0003288;MP:0011310;MP:0010402;MP:0003070;MP:0003717;MP:0001914;MP:0009395;MP:0005178;MP:0011099;MP:0011100;MP:0002447;MP:0010155;MP:0001786;MP:0001785;MP:0000195;MP:0003658;MP:0001258;MP:0001547;MP:0001270;MP:0009699;MP:0010831;MP:0005416;MP:0011860;MP:0005567;MP:0005419;MP:0005324;MP:0006055;MP:0000585;MP:0009283;MP:0000186;MP:0000280;MP:0008853,1,0
SLC39A14,MP:0001262;MP:0001265;MP:0003383;MP:0001732;MP:0010869;MP:0000063;MP:0013630;MP:0000161;MP:0000066;MP:0030126;MP:0002764;MP:0005517;MP:0004001;MP:0003109;MP:0011924;MP:0004686;MP:0003968;MP:0010876;MP:0014105;MP:0004701;MP:0002941;MP:0003402;MP:0010025,0,0
DNAJC17,MP:0011094;MP:0011100;MP:0002968,1,0
CEP120,MP:0002084;MP:0004252;MP:0011098;MP:0001730;MP:0000358,1,0
NTRK1,MP:0001344;MP:0001265;MP:0001008;MP:0008415;MP:0011086;MP:0000578;MP:0001970;MP:0001491;MP:0001973;MP:0004811;MP:0000964;MP:0004183;MP:0000966;MP:0002110;MP:0011100;MP:0000968;MP:0008485;MP:0001015;MP:0001038;MP:0002083;MP:0001314;MP:0001212;MP:0001093;MP:0000421;MP:0010055;MP:0002003;MP:0002169;MP:0001490;MP:0002736;MP:0002735;MP:0003998;MP:0003663;MP:0004297,1,0
NTRK2,MP:0001435;MP:0001437;MP:0001340;MP:0001021;MP:0001732;MP:0001265;MP:0000964;MP:0000598;MP:0000966;MP:0008143;MP:0004718;MP:0000968;MP:0002665;MP:0002664;MP:0003651;MP:0008428;MP:0002856;MP:0002855;MP:0002184;MP:0000034;MP:0002183;MP:0001129;MP:0002790;MP:0002797;MP:0003357;MP:0003354;MP:0004333;MP:0001088;MP:0001490;MP:0004428;MP:0004427;MP:0001083;MP:0001085;MP:0011451;MP:0003987;MP:0003986;MP:0001523;MP:0010769;MP:0000980;MP:0003212;MP:0004021;MP:0002912;MP:0003989;MP:0000788;MP:0011448;MP:0003960;MP:0001093;MP:0000910;MP:0004747;MP:0000854;MP:0001900;MP:0001399;MP:0002169;MP:0002638;MP:0001262;MP:0011088;MP:0009363;MP:0011085;MP:0011087;MP:0002229;MP:0003243;MP:0004409;MP:0002079;MP:0009937;MP:0009772;MP:0001072;MP:0005565;MP:0000939;MP:0000480;MP:0003461;MP:0009450;MP:0009286;MP:0002752;MP:0008572;MP:0001473;MP:0002090;MP:0002207;MP:0008299;MP:0005669;MP:0008294;MP:0009142;MP:0001951;MP:0006009;MP:0004220;MP:0008106;MP:0003308;MP:0004736;MP:0000818;MP:0001748;MP:0009538;MP:0011110;MP:0005345;MP:0000959;MP:0006309;MP:0001330;MP:0008056;MP:0008456,1,0
NTRK3,MP:0001265;MP:0011085;MP:0006404;MP:0001024;MP:0000285;MP:0000286;MP:0006113;MP:0001081;MP:0002169;MP:0001085;MP:0001527;MP:0000966;MP:0004716;MP:0002747;MP:0010600;MP:0011087;MP:0000968;MP:0003308;MP:0003987;MP:0003986;MP:0001524;MP:0008067;MP:0010402;MP:0002726;MP:0002624;MP:0010405;MP:0000274;MP:0001405;MP:0001182;MP:0002083;MP:0002082;MP:0006128;MP:0006126;MP:0000277;MP:0001093;MP:0004746;MP:0001088;MP:0010454;MP:0004297;MP:0002754;MP:0001513,1,0
ARHGAP23,MP:0010053;MP:0001258,0,0
ARHGAP22,MP:0000195;MP:0005012;MP:0000223;MP:0013023;MP:0005014,0,0
ARHGAP21,MP:0002874;MP:0002875;MP:0011097;MP:0003179;MP:0010763;MP:0005165;MP:0004810;MP:0000218;MP:0000219;MP:0008973;MP:0020463;MP:0008254,1,0
ARHGAP26,MP:0002106;MP:0000750;MP:0009400,0,0
ARHGAP25,MP:0001262;MP:0005088;MP:0005103;MP:0009858;MP:0002463;MP:0000219;MP:0001325;MP:0020213;MP:0020333;MP:0005561,0,0
EVI5,MP:0000480,0,0
ARHGAP29,MP:0011095;MP:0013530;MP:0009884;MP:0030179;MP:0009886,1,0
ARHGAP28,MP:0002169,0,0
SLC20A1,MP:0001577;MP:0000245;MP:0000689;MP:0011086;MP:0004952;MP:0004266;MP:0001732;MP:0000601;MP:0000600;MP:0000603;MP:0000602;MP:0002447;MP:0003229;MP:0003717;MP:0011101;MP:0000596;MP:0009395;MP:0004001;MP:0003984;MP:0000352;MP:0003887;MP:0002812;MP:0000314;MP:0002874;MP:0002875;MP:0000691;MP:0000256;MP:0011098;MP:0011099;MP:0002640;MP:0005280;MP:0001585;MP:0008813;MP:0005562;MP:0008973;MP:0002896;MP:0002123;MP:0002169;MP:0000208,1,0
PCGF1,MP:0011100,1,0
TBX4,MP:0011100;MP:0004509;MP:0006108;MP:0013293;MP:0006279;MP:0004086;MP:0001914;MP:0002764;MP:0005353;MP:0001787;MP:0009657;MP:0009656;MP:0002544;MP:0011098;MP:0003864;MP:0030860;MP:0002187;MP:0000292;MP:0013169;MP:0001722;MP:0012134;MP:0003720;MP:0001697;MP:0003109;MP:0004559;MP:0003230;MP:0003232;MP:0008919;MP:0002169;MP:0001726;MP:0004558;MP:0000364;MP:0003891,1,0
HHAT,MP:0010940;MP:0000458;MP:0011087;MP:0004872;MP:0003830;MP:0004911;MP:0004443;MP:0004913;MP:0004383;MP:0005157;MP:0000926;MP:0004419;MP:0000164;MP:0000438;MP:0000897;MP:0002427;MP:0012092;MP:0004445;MP:0009845;MP:0009846;MP:0009904;MP:0001914;MP:0004703;MP:0004447;MP:0001286;MP:0009653;MP:0009887;MP:0001785;MP:0008274;MP:0004100;MP:0000565;MP:0006418;MP:0004912;MP:0012247;MP:0013818;MP:0011091;MP:0000936;MP:0000117;MP:0001146;MP:0002237;MP:0013603;MP:0000783;MP:0000118;MP:0000939;MP:0010939;MP:0004726;MP:0001147;MP:0001297;MP:0002657;MP:0003104;MP:0001698;MP:0009885;MP:0003425;MP:0030249;MP:0030268,1,0
COL19A1,MP:0003160;MP:0001263;MP:0005202;MP:0000467;MP:0011086;MP:0003158;MP:0003159;MP:0003157;MP:0000418;MP:0004548,1,0
RIIAD1,MP:0011110;MP:0001513;MP:0001284,1,0
NKRF,MP:0002169,0,0
PCGF2,MP:0000715;MP:0000689;MP:0005016;MP:0003036;MP:0001732;MP:0005566;MP:0004616;MP:0004617;MP:0004615;MP:0005466;MP:0002114;MP:0011100;MP:0004618;MP:0008148;MP:0008277;MP:0000692;MP:0002083;MP:0004659;MP:0000078;MP:0001146;MP:0011090;MP:0000150;MP:0000154;MP:0002727;MP:0005269;MP:0001147;MP:0000080,1,0
SMAD2,MP:0011088;MP:0000458;MP:0000914;MP:0011197;MP:0005030;MP:0011186;MP:0005032;MP:0005157;MP:0001730;MP:0005221;MP:0001286;MP:0011101;MP:0003886;MP:0002085;MP:0012157;MP:0003984;MP:0002836;MP:0012170;MP:0002583;MP:0013207;MP:0001683;MP:0000433;MP:0002092;MP:0009331;MP:0000270;MP:0009657;MP:0011098;MP:0011096;MP:0002084;MP:0001705;MP:0002086;MP:0011092;MP:0000460;MP:0001724;MP:0004787;MP:0000932;MP:0005587;MP:0006108;MP:0000428;MP:0012083;MP:0006207;MP:0009593;MP:0012685;MP:0012724;MP:0003232;MP:0002169;MP:0000087;MP:0003087;MP:0003085;MP:0001698;MP:0013216;MP:0001696;MP:0000267;MP:0003890;MP:0001693,1,0
